"","IDN","ISBN","year","author","language","title","uniform.title","publisher","country","id"
"29671","115973769X","9788809849204","2018","Poznanski, Ursula","ita","[Poznanski] ; Anonimo / Ursula Poznanski, Arno Strobel ; traduzione di Lucia Ferrantini","Ursula Poznanski: Anonym","Firenze : Giunti","XA-IT","dnb115973769X"
"29674","1204226938","9786185370138","2018","Bernhard, Thomas","gre","[Bernhard] ; Aphanismos : mia katarreusē / Thomas Bernhard ; metaphrasē Basilēs Tomanas","Thomas Bernhard: Auslöschung","[Athēna] : Ekdoseis Exantas","XA-GR","dnb1204226938"
"29681","1191784894","9780857426314","2018","Ransmayr, Christoph","eng","[Ransmayr] ; Atlas of an anxious man / Christoph Ransmayr ; translated by Simon Pare","Christoph Ransmayr: Atlas eines ängstlichen Mannes","London : Seagull Books","XA-GB","dnb1191784894"
"29689","1130356299","9789632276571","2018","Kafka, Franz","hun","Az átváltozás","Kafka","Budapest : Helikon Kiado","XA-HU","dnb1130356299"
"29703","1165676796","9789463384537","2018","Schnitzler, Arthur","dut","[Schnitzler] ; Beate en haar zoon : novelle / Arthur Schnitzler ; vertaald door Jef Rademakers","Arthur Schnitzler: Frau Beate und ihr Sohn","Soesterberg, Nederland : Uitgeverij Aspekt","XA-NL","dnb1165676796"
"29718","1163483370","9789020415179","2018","Roth, Joseph","dut","[Roth] ; Biecht van een moordenaar, verteld in één nacht : roman / Joseph Roth ; vertaald door Elly Schippers ; met een nawoord van Els Snick","Joseph Roth: Beichte eines Mörders, erzählt in einer Nacht","Amsterdam : L.J. Veen Klassiek","XA-NL","dnb1163483370"
"29727","1206274840","9788520013519","2018","Kafka, Franz","por","[Kafka] ; Blumfeld, um solteirão de mais idade e outras histórias / Franz Kafka ; organização, tradução e posfácio de Marcelo Backes","Franz Kafka: Blumfeld, ein älterer Junggeselle","Rio de Janeiro : Civilização Brasileira","XD-BR","dnb1206274840"
"29732","1178444104","9784261073386","2018","Flašar, Milena Michiko","jpn","[Flašar] ; Boku to nekutai san = Ich nannte ihn Krawatte / Mirēna-Michiko Furasshāru cho ; Sekiguchi Hiroaki yaku","Milena Michiko Flašar: Ich nannte ihn Krawatte","Tokyōto : Ikubundō","XB-JP","dnb1178444104"
"29733","1211011887","9788859246497","2018","Roth, Joseph","ita","Bolle di sapone : vagabondaggi letterari fra le due guerre / Joseph Roth ; traduzione dal tedesco e introduzione di Gabriella Rovagnati","","Torino : EDT","XA-IT","dnb1211011887"
"29747","1172316740","9788416291731","2018","Winkler, Katharina","spa","[Winkler] ; Cárdeno Adorno : novela inspirada en una vida real / Katharina Winkler ; traducción de Richard Gross","Katharina Winkler: Blauschmuck","Cáceres : Editorial Periférica","XA-ES","dnb1172316740"
"29753","1187789488","9782226439123","2018","Rilke, Rainer Maria","fre","Célèbre la terre pour l'ange / Rainer Maria Rilke ; Anthologie choisie et présentée par Jean-Philippe de Tonnac et Jeanne Wagner ; traduit de l'allemand par Jeanne Wagner","","Paris : Editions Albin Michel","XA-FR","dnb1187789488"
"29757","1169243959","9788323344247","2018","Ransmayr, Christoph","pol","[Ransmayr] ; Cesarski zegarmistrz / Christoph Ransmayr ; tłumaczenie Jacek St. Buras","Christoph Ransmayr: Cox","Kraków :  Wydawnictowo Uniwersytetu Jagiellońskiego","XA-PL","dnb1169243959"
"29759","117096771X","9782953950687","2018","Messner, Elena","fre","[Das lange Echo] ; Cet écho infini / Elena Messner ; traduit de l'allemand (Autriche) par Chantal Herbert","Das lange Echo","[Marseille] : Sicania","XA-FR","dnb117096771X"
"29770","1155114787","9788024259642","2018","Poznanski, Ursula","cze","[Poznanski] ; Cizinec / Ursula Poznanski, Arno Strobel ; přeložila Blanka Pscheidtová","Ursula Poznanski: Fremd","Praha : Knižní klub","XA-CZ","dnb1155114787"
"29771","1179391233","9789548692663","2018","Seethaler, Robert","bul","[Ein ganzes Leben] ; Cjal edin život / Robert Zeetaler ; prevod ot nemski Darja Charalanova","Ein ganzes Leben","Sofija : Akvarius","XA-BG","dnb1179391233"
"29779","1170595847","9789896232504","2018","Roth, Joseph","por","[Roth] ; Confissão de um assassino : relato de uma noite / Joseph Roth ; tradução do alemão de Paulo Tavares","Joseph Roth: Beichte eines Mörders, erzählt in einer Nacht","Amadora, Portugal : Cavalo de Ferro","XA-PT","dnb1170595847"
"29783","1186181214","9789612823283","2018","Ransmayr, Christoph","slv","[Ransmayr] ; Cox ali Tok časa / Christoph Ransmayr ; prevod Štefan Vevar","Christoph Ransmayr: Cox","Ljubljana : Cankarjeva založba","XA-SI","dnb1186181214"
"29784","116050508X","9788807032974","2018","Ransmayr, Christoph","ita","[Ransmayr] ; Cox o Il corso del tempo / Christoph Ransmayr ; traduzione di Margherita Corbonaro","Christoph Ransmayr: Cox","Milano : Giangiacomo Feltrinello Editore Milano","XA-IT","dnb116050508X"
"29785","1172319901","9786067793093","2018","Ransmayr, Christoph","rum","[Ransmayr] ; Cox sau Mersul timpului : roman / Christoph Ransmayr ; traducere din germană de Daniela Ştefănescu","Christoph Ransmayr: Cox","Burcureşti : Humanitas Fiction","XA-RO","dnb1172319901"
"29786","1174711671","9789634680796","2018","Ransmayr, Christoph","hun","[Ransmayr] ; Cox vagy Az idő múlása : regény / Christoph Ransmayr ; fordította Adamik Lajos","Christoph Ransmayr: Cox","Budapest : Kalligram","XA-HU","dnb1174711671"
"29790","1197138161","9789876284837","2018","Kafka, Franz","spa","Cuentos selectos / Franz Kafka ; traducción de Ariel Magnus","","Buenos Aires : Edhasa","XD-AR","dnb1197138161"
"29794","1197616837","9788364884504","2018","Erdheim, Claudia","pol","[Erdheim] ; Czyś ty oszalała? : Powieść / Claudia Erdheim ; z posłowiem Goldy Parin-Matthey ; tłumaczenie Łukasz Brzana","Claudia Erdheim: Bist du wahnsinnig geworden?","Siedlce : Wydawnictwo Laboratorium Literatury IKR(i)BL","XA-PL","dnb1197616837"
"29797","1170925413","9789525850802","2018","Gruber, Sabine","fin","[Gruber] ; Daldossi - silmänräpäyksellinen elämä / Sabine Gruber ; suomentanut: Olli Sarrivaara","Sabine Gruber: Daldossi","[Helsinki] : LURRA Editions","XA-FI","dnb1170925413"
"29800","1175521973","9788075114198","2018","Struhar, Stanislav","cze","[Die Gabe der Hoffnung] ; Dar naděje / Stanislav Struhar ; přeložila Markéta Kliková","Die Gabe der Hoffnung","Praha : Volvox Globator","XA-CZ","dnb1175521973"
"29808","1161039783","9789020415674","2018","Roth, Joseph","dut","De buste van de keizer en andere verhalen / Joseph Roth ; samengesteld en uit het Duits vertaald door Elly Schippers en Janneke van der Meulen","","Amsterdam : L.J. Veen Klassiek","XA-NL","dnb1161039783"
"29813","1154555127","9789029523677","2018","Menasse, Robert","dut","[Menasse] ; De hoofdstad / Robert Menasse ; vertaald en van een nawoord voorzien door Paul Beers","Robert Menasse: Die Hauptstadt","Amsterdam ; Antwerpen : Uitgeverij De Arbeiderspers","XA-NL","dnb1154555127"
"29855","1182060021","9789188155528","2018","Perutz, Leo","swe","[Perutz] ; Den svenske ryttaren / Leo Perutz ; översatt från tyskan av Jens Christian Brandt","Leo Perutz: Der schwedische Reiter","Malmö : Nilsson Förlag","XA-SE","dnb1182060021"
"29869","1178700747","9782366243635","2018","Stifter, Adalbert","fre","[Stifter] ; Descendances / Adalbert Stifter ; traduit de l'allemand par Jean-Yves Masson ; préface de Jacques Le Rider","Adalbert Stifter: Nachkommenschaften","Paris : Cambourakis","XA-FR","dnb1178700747"
"29870","1156565731","9788491810278","2018","Handke, Peter","spa","[Handke] ; Desgracia impeorable : relato / Peter Handke ; traducción de Eustaquio Barjau con la colaboración de María Parés","Peter Handke: Wunschloses Unglück","Madrid : Alianza editorial","XA-ES","dnb1156565731"
"29876","1168606853","9789025451301","2018","Menasse, Eva","dut","[Tiere für Fortgeschrittene] ; Dieren voor gevorderden / Eva Menasse ; vertaald door Annemarie Vlaming","Tiere für Fortgeschrittene","Amsterdam : Atlas Contact","XA-NL","dnb1168606853"
"29881","1204226547","9786185370145","2018","Bernhard, Thomas","gre","[Bernhard] ; Diorthōsē / Thomas Bernhard ; metaphrasē Basilēs Tomanas","Thomas Bernhard: Korrektur","[Athēna] : Ekdoseis Exantas","XA-GR","dnb1204226547"
"29900","1168675375","9788711902325","2018","Kehlmann, Daniel","nor","[Kehlmann] ; Du skulle være gået / Daniel Kehlmann ; på dank ved Anneli Høier","Daniel Kehlmann: Du hättest gehen sollen","København : Lindhardt og Ringhof","XA-NO","dnb1168675375"
"29905","116609782X","9788087545577","2018","Köhlmeier, Michael","cze","[Zwei Herren am Strand] ; Dva pánové na pláži : román / Michael Köhlmeier ; přeložila Magdalena Štulcová","Zwei Herren am Strand","Ve Zlíně : Archa","XA-CZ","dnb116609782X"
"29910","1160948216","9789857140749","2018","Köhlmeier, Michael","bel","[Köhlmeier] ; Dzjaŭčynka z naparstkam = Das Mädchen mit dem Fingerhut / Michaėlʹ Këlʹmaer ; pereklad z njameckaj Iryny Herasimovič","Michael Köhlmeier: Das Mädchen mit dem Fingerhut","Minsk : ""Galijafy""","XA-BY","dnb1160948216"
"29926","1162086416","9788416748822","2018","Wassermann, Jakob","spa","[Wassermann] ; El caso Maurizius / Jakob Wassermann ; traducción del Alemán de Carmen de Miguel y Jorge Seca","Jakob Wassermann: Der Fall Maurizius","Barcelona : Acantilado","XA-ES","dnb1162086416"
"29932","1199626805","9788498388978","2018","Seethaler, Robert","spa","[Seethaler] ; El vendedor de tabaco / Robert Seethaler ; traducción del alemán de Ana Guelbenzu","Robert Seethaler: Der Trafikant","Barcelona : Salamandra","XA-ES","dnb1199626805"
"29938","1179957776","9789600517286","2018","Handke, Peter","gre","[Der große Fall] ; Ē megalē ptōsē : nubela / Peter Chantke ; metaphrasē Spyros Moskobu","Der große Fall","Athēna : Bibliopōleion tēs ""Estias""","XA-GR","dnb1179957776"
"29940","1169848389","9788799617289","2018","Rezzori, Gregor von","dan","[Denkwürdigkeiten eines Antisemiten] ; En antisemits erindringer / Gregor von Rezzori ; oversat af Judyta Preis & Jørgen Herman Monrad","Denkwürdigkeiten eines Antisemiten","København : Forlaget Sidste Århundrede","XA-DK","dnb1169848389"
"29973","1170451616","9788771162981","2018","Poznanski, Ursula","dan","[Fünf] ; Fem / Ursula Poznanski ; på dansk ved Jacob Jonia","Fünf","Stockholm : Bazar","XA-DK","dnb1170451616"
"29974","1163231975","9788830450608","2018","Gruber, Andreas","ita","[Todesmärchen] ; Fiaba di morte / romanzo di Andreas Gruber ; traduzione di Alessandra Petrelli","Todesmärchen","Milano : Longanesi","XA-IT","dnb1163231975"
"29979","1177826232","9789563960327","2018","Jelinek, Elfriede","spa","[Ende] ; Fin /Elfriede Jelinek ; traducción de Pablo Jofré","Ende","Santiago : Editorial Cuarto Propio","XD-CL","dnb1177826232"
"29985","1155262719","9789171370181","2018","Kafka, Franz","swe","[Kafka] ; Förvandlingen / Franz Kafka ; översättning: Hans Blomqvist, Erik Ågren","Franz Kafka: Die Verwandlung","Lund : Novapress","XA-SE","dnb1155262719"
"29987","1156615046","9788770706155","2018","Meyerhoff, Joachim","dut","[Wann wird es endlich so, wie es nie war] ; Fortiden er ikke hvad den har været : Roman / Joachim Meyerhoff ; oversat af Jacob Jonia","Wann wird es endlich so, wie es nie war","[Højbjerg] : Hovedland","XA-DK","dnb1156615046"
"29989","1182045537","9781848616028","2018","Rilke, Rainer Maria","ger","[Poems] ; From notebooks and personal papers / Rainer Maria Rilke ; translated from German by David Need","Poems &lt;English>","Bristol : Shearsman Books","XA-GB","dnb1182045537"
"29995","1163953156","9789542992363","2018","Schindel, Robert","bul","[Schindel] ; Gebirtig : roman / Robert Šindel ; prevod ot nemski: Penka Angelova","Robert Schindel: Gebürtig","Ruse : Izdatelstvo ""Elias Kaneti""","XA-BG","dnb1163953156"
"30001","1134999593","9789752898912","2018","Zweig, Stefan","tur","[Die schlaflose Welt] ; Geleceğe güven : denemeler 1909-1941 / Stefan Zweig ; Türkçesi: Ahmet Arpad","Die schlaflose Welt","Cağaloğlu, İstanbul : Everest Yayınları","XB-TR","dnb1134999593"
"30012","1170452000","9788893445832","2018","Jelinek, Elfriede","ita","[Jelinek] ; Gli esclusi / Elfriede Jelinek ; traduzione di Nicoletta Giacon","Elfriede Jelinek: Die Ausgesperrten","Milano : La nave di Tesco","XA-IT","dnb1170452000"
"30020","1171172842","9785751614645","2018","Baronski, Eva Verfasser] ;","rus","[Herr Mozart wacht auf] ; Gospodin Mocart probuždaetsja : roman = Herr Mozart wacht auf : Roman / Ėva Baronski ; perevod s nemeckogo Ekateriny Aralovoj","Herr Mozart wacht auf","Moskva : Tekst","XA-RU","dnb1171172842"
"30027","1172451559","9786158079105","2018","Kneifl, Edith","hun","[Kneifl] ; Haláltánc harangszóra / Edith Kneifl","Edith Kneifl: Totentanz im Stephansdom","Budapest : Magistra Könyvkiadó","XA-HU","dnb1172451559"
"30042","1153926911","9789041712820","2018","Kehlmann, Daniel","dut","[Kehlmann] ; Het meten van de wereld / Daniel Kehlmann ; vertaald door Jacq Vogelaar","Daniel Kehlmann: Die Vermessung der Welt","Amsterdam : Uitgeverij Rainbow bv","XA-NL","dnb1153926911"
"30052","1176216503","9789632673738","2018","Aichner, Bernhard","hun","[Aichner] ; Holtak asszonya : thriller / Bernhard Aichner ; fordította Kovács Mercédesz","Bernhard Aichner: Totenfrau","Szeged : Lazi Könyvkiadó","XA-HU","dnb1176216503"
"30053","1194085822","9789632674001","2018","Aichner, Bernhard","hun","[Aichner] ; Holtak háza : thriller / Bernhard Aichinger ; fordította Petri Ágnes","Bernhard Aichner: Totenhaus","Szeged : Lazi Könyvkiadó","XA-HU","dnb1194085822"
"30064","1154000036","9789022582732","2018","Doehnert, Rodica","dut","[Das Sacher] ; Hotel Sacher : het verhaal van een verleiding / Rodica Doehnert ; vertaling: Sander Hoving","Das Sacher","Amsterdam : Boekerij","XA-NL","dnb1154000036"
"30065","1170176356","9788776955380","2018","Menasse, Robert","dan","[Menasse] ; Hovedstaden : roman / Robert Menasse ; oversat af Jacob Jonia","Robert Menasse: Die Hauptstadt","København : Forlaget Vandkunsten","XA-DK","dnb1170176356"
"30066","1184814481","9788024452982","2018","Härtling, Peter","cze","[Härtling] ; Hráč s myšlenkami / Peter Härtling ; přeložila Lucy Topoľská","Peter Härtling: Der Gedankenspieler","Olomouc : Univerzita Palackého v Olomouci","XA-CZ","dnb1184814481"
"30100","1163244724","9788866329749","2018","Beer, Alex","ita","[Larcher] ; Il secondo cavaliere : un caso per August Emmerich / Alex Beer ; traduzione dal tedesco di Silvia Manfredo","Daniela Larcher: Der zweite Reiter","Roma : Edizioni e/o","XA-IT","dnb1163244724"
"30124","1191501663","9788726007770","2018","Simmel, Johannes Mario","dan","[Ich gestehe alles] ; Jeg tilstår alt / Johannes Mario Simmel ; oversat fra tysk af Finn Andersen og Grete Andersen","Ich gestehe alles","[København] : Lindhardt og Ringhof","XA-DK","dnb1191501663"
"30131","119611675X","9789528006565","2018","Salten, Felix","eng","[Salten] ; Josefine Mutzenbacher or The story of a Viennese wench as told by herself / by Anon ; illustrated ; translation copyright Ilona J. Hämäläinen-Bauer","Felix Salten: Josefine Mutzenbacher","Helsinki : Books on Demand","XA-FI","dnb119611675X"
"30132","1176731599","9789528006558","2018","Salten, Felix","eng","[Josefine Mutzenbacher] ; Josefine Mutzenbacher or the story of a Viennese wench, as told by herself / by Anon","Josefine Mutzenbacher","Helsinki : BoD - Books on Demand","XA-FI","dnb1176731599"
"30148","1162859520","9786185004736","2018","Celan, Paul","gre","[Celan] ; Kampē pnoēs / Paul Celan ; metaphrasē Michalēs Kardamitsēs","Paul Celan: Atemwende","Athēna : Kichlē","XA-GR","dnb1162859520"
"30172","1160504962","9789549621723","2018","Ransmayr, Christoph","bul","[Ransmayr] ; Koks ili Chodăt na vremeto / Kristof Ransmajr ; prevod ot nemski Ljubomir Iliev","Christoph Ransmayr: Cox","Sofija : Atlantis KL","XA-BG","dnb1160504962"
"30175","1129878104","9786053325017","2018","Zweig, Stefan","tur","[Zweig] ; Korku / Stefan Zweig ; Almanca aslında çeviren: İlknur İgan","Stefan Zweig: Angst","Istanbul : Türkiye Iş Bankası Kültür Yayınları","XB-TR","dnb1129878104"
"30178","1179786084","9786191761227","2018","Altenberg, Peter","bul","[Am Ufer des Sees] ; Kraj ezeroto / Peter Altenberg","Am Ufer des Sees","[Sofija] : Izdatelska kašta Gutenberg","XA-BG","dnb1179786084"
"30198","1166155439","9788845294808","2018","Köhlmeier, Michael","ita","[Köhlmeier] ; La bambina con il ditale / Michael Köhlmeier ; traduzione di Giovanna Agabio","Michael Köhlmeier: Das Mädchen mit dem Fingerhut","Firenze - Italia : Romanzo Bompiani","XA-IT","dnb1166155439"
"30199","1164464973","9788432234026","2018","Menasse, Robert","spa","[Die Hauptstadt] ; La capital / Robert Menasse ; traducción del alemán por Carmen Gauger","Die Hauptstadt","Barcelona : Seix Barral","XA-ES","dnb1164464973"
"30200","1168055210","9788838938269","2018","Menasse, Robert","ita","[Menasse] ; La capitale / Robert Menasse ; traduzione di Marina Pugliano e Valentina Tortelli","Robert Menasse: Die Hauptstadt","Palermo : Sellerio editore","XA-IT","dnb1168055210"
"30204","1193746981","9788417346249","2018","Kafka, Franz","spa","""La condena""","Kafka","Barcelona : Acantilado","XA-ES","dnb1193746981"
"30205","1158605056","9788495359742","2018","Roth, Joseph","spa","[Roth] ; La cripta de los capuchinos / Joseph Roth ; traducción del alemán de Jesús Pardo","Joseph Roth: Die Kapuzinergruft","Barcelona : Acantilado","XA-ES","dnb1158605056"
"30206","1156565499","9788491810261","2018","Handke, Peter","spa","[Handke] ; La doctrina del Sainte-Victoire / Peter Handke ; traducción de Eustaquio Barjau","Peter Handke: Die Lehre der Sainte-Victoire","Madrid : Alianza editorial","XA-ES","dnb1156565499"
"30210","1209686694","9788494733161","2018","Meyrink, Gustav","spa","[La esfera negra] ; La esfera negra / Gustav Meyrink ; traducción Mauricio Amster","La esfera negra &lt;Zusammenstellung>","[Madrid] : Editorial Eneida","XA-ES","dnb1209686694"
